,total_posts,text,likes,date,subscribers,subscribed,image_urls,account_description
7,29,"I'm not sure how to feel about moose man.. but he's a fluffy moose man that's for sure
•
#oc #characterart #originalcharacter #artcommunity #artcommissionsopen #art2020 #artaccount #originalcharacterart #artoninstagram #artistph","1,631",2020-05-30T17:32:01.000Z,"4,755",230,"https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s150x150/101048392_3869145323156302_5475166568336474345_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=DOV65ad3s-kAX9Re_8H&oh=c777d44df51c8121fb6501be9e73435f&oe=5F0D5C88 150w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s240x240/101048392_3869145323156302_5475166568336474345_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=DOV65ad3s-kAX9Re_8H&oh=46a0f0dd43aadda2493bfc1790fa1164&oe=5F0C14D0 240w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s320x320/101048392_3869145323156302_5475166568336474345_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=DOV65ad3s-kAX9Re_8H&oh=33f76848fd090deab91c44a0d5951438&oe=5F0F1611 320w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/101048392_3869145323156302_5475166568336474345_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=DOV65ad3s-kAX9Re_8H&oh=0722f74bd4a02186a74b084de99d6489&oe=5F0DDCD3 480w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/101048392_3869145323156302_5475166568336474345_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=DOV65ad3s-kAX9Re_8H&oh=8afddaa0c293608d8f30a40afd975970&oe=5F0CD3F3 640w","Commission Status: 𝙤𝙥𝙚𝙣
My art style is called ""I tried""
● 𝐃𝐎 𝐍𝐎𝐓 𝐔𝐒𝐄/𝐑𝐄𝐏𝐎𝐒𝐓 𝐖𝐈𝐓𝐇𝐎𝐔𝐓 𝐂𝐑𝐄𝐃𝐈𝐓"
8,29,"Enjoy a little Wendy from Gravity Falls
-
FINALLY made something I like? Question mark??
•
•
•
#gravityfalls #gravityfallsfanart #fanart #fanarts #gravityfallswendy #wendygravityfalls #dipperpines #mabelpines #artaccount #art2020","1,816",2020-05-28T15:59:33.000Z,"4,755",230,"https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s150x150/101058595_143879877210988_3125164556911252961_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=bHflyruFaH4AX9Fj2N_&oh=701f3f3625631bb959347385263609f5&oe=5F0BA7B4 150w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s240x240/101058595_143879877210988_3125164556911252961_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=bHflyruFaH4AX9Fj2N_&oh=dfe644ca57bfc82bed5e6536acd6ddec&oe=5F0F3136 240w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s320x320/101058595_143879877210988_3125164556911252961_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=bHflyruFaH4AX9Fj2N_&oh=030fc6d547d142c157e3a50f7d762778&oe=5F0B9B4C 320w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/101058595_143879877210988_3125164556911252961_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=bHflyruFaH4AX9Fj2N_&oh=c76bd4fc29e6d285b63ad7d18aa7b220&oe=5F0D328D 480w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/101058595_143879877210988_3125164556911252961_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=bHflyruFaH4AX9Fj2N_&oh=a12025d5f1a1210f432c9db2055b12ef&oe=5F0DA2B7 640w","Commission Status: 𝙤𝙥𝙚𝙣
My art style is called ""I tried""
● 𝐃𝐎 𝐍𝐎𝐓 𝐔𝐒𝐄/𝐑𝐄𝐏𝐎𝐒𝐓 𝐖𝐈𝐓𝐇𝐎𝐔𝐓 𝐂𝐑𝐄𝐃𝐈𝐓"
9,29,"Some bakuHOE.. ahem.. anyWaY
I use to draw tons of bnha fanart in my starting year and decided to try drawing some again this year in my current style :')
•
#bnha #bokunoheroacademia #myheroacademia #fanart #bakugoukatsuki #bakuhoe #katsukibakugou #myheroacademiafanart #bokunohero #artaccount","1,051",2020-05-25T13:17:19.000Z,"4,755",230,"https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s150x150/101024578_695837657878041_5047952242996371427_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=It_VYaPRlfcAX8HAeTc&oh=4d0f64b49e6ff843dc44965a9b9f3a1e&oe=5F0ED55B 150w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s240x240/101024578_695837657878041_5047952242996371427_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=It_VYaPRlfcAX8HAeTc&oh=50515796a1d6666b025f285b204cfae5&oe=5F0EB95D 240w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s320x320/101024578_695837657878041_5047952242996371427_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=It_VYaPRlfcAX8HAeTc&oh=ce686bdbaf63f207111c2f405ad140eb&oe=5F0BB0A3 320w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/101024578_695837657878041_5047952242996371427_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=It_VYaPRlfcAX8HAeTc&oh=fa813fda9668b541ae330bfd241b6d72&oe=5F0C5366 480w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/101024578_695837657878041_5047952242996371427_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=It_VYaPRlfcAX8HAeTc&oh=34e3886417667007a946c96c14902ae9&oe=5F0C3760 640w","Commission Status: 𝙤𝙥𝙚𝙣
My art style is called ""I tried""
● 𝐃𝐎 𝐍𝐎𝐓 𝐔𝐒𝐄/𝐑𝐄𝐏𝐎𝐒𝐓 𝐖𝐈𝐓𝐇𝐎𝐔𝐓 𝐂𝐑𝐄𝐃𝐈𝐓"
10,29,"A r t b l o ck.. is REAAAAL
•
•
•
#digitalart #artistsoninstagram #artistsofinstagram #artistsupport #artistsupportartists #artblock #artistblock #ａｅｓｔｈｅｔｉｃ #aestheticart #artaccount","4,419",2020-05-23T12:02:59.000Z,"4,755",230,"https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s150x150/98473237_630091611235916_5584308476516744441_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=XQhGxyIdLEkAX-NcOTj&oh=56ae2e2f90a8aedf34b6cb864047766b&oe=5F0F0632 150w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s240x240/98473237_630091611235916_5584308476516744441_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=XQhGxyIdLEkAX-NcOTj&oh=857c138d715b15f99df0f5aad859eec4&oe=5F0F047C 240w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s320x320/98473237_630091611235916_5584308476516744441_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=XQhGxyIdLEkAX-NcOTj&oh=c98647d4da01dc41ffaffeff349dae34&oe=5F0E4742 320w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/98473237_630091611235916_5584308476516744441_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=XQhGxyIdLEkAX-NcOTj&oh=2651aa1cd6816440a6cd66e89ed45d17&oe=5F0C509C 480w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/98473237_630091611235916_5584308476516744441_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=XQhGxyIdLEkAX-NcOTj&oh=0a60c4dc27c2af99aac1956a76b8e929&oe=5F0CE117 640w","Commission Status: 𝙤𝙥𝙚𝙣
My art style is called ""I tried""
● 𝐃𝐎 𝐍𝐎𝐓 𝐔𝐒𝐄/𝐑𝐄𝐏𝐎𝐒𝐓 𝐖𝐈𝐓𝐇𝐎𝐔𝐓 𝐂𝐑𝐄𝐃𝐈𝐓"
11,29,"Finished my first commission! It was quite the experience especially on my part with all the panicking and stressing out over if it'll turn out how I envision it.. and surprisingly, It did!
•
My commissions are open, feel free to send a dm my way to receive my commission form though it may take me a week or two to finish/get to you because I'd like to take my time with it, depending on what you're getting :')
•
#commissionsopen #commission #commissionedart #commissionedartwork #digitalart #artaccount #artistathome #artistsupport #artistsoninstagram #smallartist",839,2020-05-20T14:34:44.000Z,"4,755",230,"https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s150x150/97964989_190261075844849_6102632973246960593_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Nlc_fJ4ok7wAX8KRcUV&oh=afd9b7a0a1e61d5ad2c065731e834749&oe=5F0E8C21 150w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s240x240/97964989_190261075844849_6102632973246960593_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Nlc_fJ4ok7wAX8KRcUV&oh=daabe9f83653cfc9d2c5819020f27b77&oe=5F0BB26B 240w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s320x320/97964989_190261075844849_6102632973246960593_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Nlc_fJ4ok7wAX8KRcUV&oh=4171be05d89677ddfde971d838c77760&oe=5F0DB4D1 320w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/97964989_190261075844849_6102632973246960593_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Nlc_fJ4ok7wAX8KRcUV&oh=a41afab7217a31bd782f752cd8948d5c&oe=5F0DC38B 480w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/97964989_190261075844849_6102632973246960593_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Nlc_fJ4ok7wAX8KRcUV&oh=7ef39384a3ec16c4feb811cc5d75dcaf&oe=5F0CFF08 640w","Commission Status: 𝙤𝙥𝙚𝙣
My art style is called ""I tried""
● 𝐃𝐎 𝐍𝐎𝐓 𝐔𝐒𝐄/𝐑𝐄𝐏𝐎𝐒𝐓 𝐖𝐈𝐓𝐇𝐎𝐔𝐓 𝐂𝐑𝐄𝐃𝐈𝐓"
0,535,"Спустя 10 часов и планы на выходные завершить эту картину
⠀
3 с небольшим года маркерной практики и я поняла, что маркеры - это медленно. Скорость давно ушла на дальний план.
⠀
#bro_ka_li_arch","2,425",2020-06-12T08:41:11.000Z,"84,572",386,"https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s150x150/103877491_771412816974364_4095884154619385843_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=N3SwwH3oSh8AX-izQGs&oh=575cf8b90802b3e23905347d865dad20&oe=5F0EC510 150w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s240x240/103877491_771412816974364_4095884154619385843_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=N3SwwH3oSh8AX-izQGs&oh=0b1464cdbd4c0979d28f69415f48d972&oe=5F0F148A 240w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s320x320/103877491_771412816974364_4095884154619385843_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=N3SwwH3oSh8AX-izQGs&oh=0fe6ed71ab8bc84f7e3e9cfaf68c67dc&oe=5F0BE5F8 320w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/103877491_771412816974364_4095884154619385843_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=N3SwwH3oSh8AX-izQGs&oh=a459ea4b74f6bbaa3f1e234ec1301249&oe=5F0D11B1 480w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/103877491_771412816974364_4095884154619385843_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=N3SwwH3oSh8AX-izQGs&oh=e04f44f42539f7063eef171d4c8f0aad&oe=5F0B958B 640w","▪️ИЛЛЮСТРАЦИЯ и визуализация на заказ
▪️индивидуальное/ групповое обучение
⠀
▪️Мать маркерной живописи
▪️TOUCHmarkers ambassador
Минск, Беларусь"
1,535,"УЛЬТРОМАРИНОВАЯ ПАСТЕЛЬ
⠀
Что-то мне стало часто не хватать цвета в моих иллюстрациях. Вот эту итальянскую улицу дорисовала недавно, а начала ещё в весной для офлайн курса «Pro-архитектура». И девочки, кто проходил обучение, не дадут соврать, что у нас было много фиолетовых «устрашающих» из теней. Для кого-то это был стрессовый опыт, который позволил в дальнейшем усилить вкус к цвету в маркерной живописи.
⠀
В этот раз я обратилась к новенькому набору пастельных карандашей, чтобы закончить небо. Оно у меня было испорчено маркером, который закончился на одной трети процесса. Равно полосы. А это ведь двухсторонняя бумага #maxgoodz_markerpro что не позволяет вымыть или незаметно перекрыть разводы. И что делать? Цветные карандаши конечно.
⠀
Небо то я дорисовала, но вот потом решила, что в тени небесного тоже добавить хочется. Вот и понеслось. Ультрамарин подсветил очень удачно закатное итальянское солнышко. Воздух зазвенел.
⠀
Пастельные карандаши @derwent.russia очень порадовали. Мягкие, сочные и укрывистые.
⠀
Какие вы сочетаете материалы в написании картин? Делитесь любимыми цветами🙌❤️
⠀
Я обожаю добавлять все самое яркое - лимонный, коралловый, ультрамарин, маджента, ярко-салатовый и серо-голубой для рефлексов.
⠀
#bro_ka_li_arch","2,003",2020-06-11T15:35:45.000Z,"84,572",386,"https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s150x150/102997165_683870518837622_2815760161562525023_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Y6qsWUC_RRgAX-bnu_D&oh=ac9d8578d1d0bd776f110ebe9bb9e18d&oe=5F0CF580 150w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s240x240/102997165_683870518837622_2815760161562525023_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Y6qsWUC_RRgAX-bnu_D&oh=c46b9afb3d082205e63e99732a069b20&oe=5F0C5AFA 240w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s320x320/102997165_683870518837622_2815760161562525023_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Y6qsWUC_RRgAX-bnu_D&oh=f4e87fdc09104145e7889449a4fb3bb8&oe=5F0E9708 320w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/102997165_683870518837622_2815760161562525023_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Y6qsWUC_RRgAX-bnu_D&oh=9af78faf6540fc9ee48050f472574dcf&oe=5F0BFFC1 480w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/102997165_683870518837622_2815760161562525023_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Y6qsWUC_RRgAX-bnu_D&oh=7494e85ac5774dc72ec8553d2ceef764&oe=5F0BDCFB 640w","▪️ИЛЛЮСТРАЦИЯ и визуализация на заказ
▪️индивидуальное/ групповое обучение
⠀
▪️Мать маркерной живописи
▪️TOUCHmarkers ambassador
Минск, Беларусь"
2,535,"Бесконечная любовь к теням
⠀
Знойная Италия, 2019.
⠀
#bro_ka_li_sketch #bro_ka_li_arch","2,864",2020-06-09T08:35:36.000Z,"84,572",386,"https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s150x150/102722209_710653293033148_4118529860442437607_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=sPdCcoo_zKAAX9mG8Dl&oh=64b131702eb64db22f997552ee88762f&oe=5F0EDC9A 150w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s240x240/102722209_710653293033148_4118529860442437607_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=sPdCcoo_zKAAX9mG8Dl&oh=db1bc56808950124be09fc9f8045ab4a&oe=5F0F6920 240w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s320x320/102722209_710653293033148_4118529860442437607_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=sPdCcoo_zKAAX9mG8Dl&oh=652bd9027d8a407a575e5ce1ae5f9a0c&oe=5F0D20E2 320w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/102722209_710653293033148_4118529860442437607_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=sPdCcoo_zKAAX9mG8Dl&oh=af33f61b4f24455928db8fb005de2661&oe=5F0D7527 480w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/102722209_710653293033148_4118529860442437607_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=sPdCcoo_zKAAX9mG8Dl&oh=f81e7b440706a80ec36bb73f86334f14&oe=5F0ECD9D 640w","▪️ИЛЛЮСТРАЦИЯ и визуализация на заказ
▪️индивидуальное/ групповое обучение
⠀
▪️Мать маркерной живописи
▪️TOUCHmarkers ambassador
Минск, Беларусь"
3,535,"Слышите шелест листвы?
Это же лесной марафон!
Мы - команда художников, @bogdanova.art
@sarkulova_toma
@alexkipnis
@bro_ka_li
при поддержке @artforplanet приглашаем вас на #лесной_марафон3 с 8 июня по 6 июля.
⠀
Рисовать будем неспешно и с удовольствием - одно задание раз в 5 дней.
⠀
☘Да и кто спешит в лесу?
Каждый куратор даст мастер-класс в своей технике.
Настоящий праздник!
⠀
Лучшие работы ждут подарки от наших спонсоров:
@smltart,
@art_markers, @uniballrussia @nevskayapalitra.
⠀
Уровень подготовки любой!
Материалы и стиль на ваш вкус!
⠀
1⃣Подпишитесь на кураторов и спонсоров.
2⃣Опубликуйте свою афишу с мухомором!
Да, Вы можете взять готовую, а можете нарисовать свою - мы хотим что бы вы сохранили стиль вашей страницы. Можно даже использовать мухомор из прошлых марафонов!
3⃣Напишите под афишей, что участвуете в #лесной_марафон3 и отметьте кураторов
4⃣Выполните пять заданий нашей арт-движухи до 6 июля и выложите с тегом марафона. 🌹Прошлый #лесной_марафон стал одним из лучших событий лета!
❓
Вы с нами?",748,2020-06-08T08:28:53.000Z,"84,572",386,"https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s150x150/102259163_681982989321087_1902803854352541858_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=w019ZZGm5KcAX8ycDku&oh=eb5fee4483c68098046face970add0f3&oe=5F0DE6A6 150w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s240x240/102259163_681982989321087_1902803854352541858_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=w019ZZGm5KcAX8ycDku&oh=fe0fa2992f03f9b95a3b152c300d22cf&oe=5F0E5EA4 240w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s320x320/102259163_681982989321087_1902803854352541858_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=w019ZZGm5KcAX8ycDku&oh=207c1eaf88986ca3bacec206960198bc&oe=5F0CC3DE 320w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/102259163_681982989321087_1902803854352541858_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=w019ZZGm5KcAX8ycDku&oh=5f0f275710f07be9807e1734ba00ab24&oe=5F0F661B 480w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/102259163_681982989321087_1902803854352541858_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=w019ZZGm5KcAX8ycDku&oh=4451a101df2609f5fa9bbfe8b71aa4a6&oe=5F0EC721 640w","▪️ИЛЛЮСТРАЦИЯ и визуализация на заказ
▪️индивидуальное/ групповое обучение
⠀
▪️Мать маркерной живописи
▪️TOUCHmarkers ambassador
Минск, Беларусь"
4,535,"РИСУЕМ МАЯК маркерами🚨
⠀
Пошаговый #bro_ka_li_lessons маркерами TOUCH
⠀
Сохраняйте сразу, чтобы не потерять и на выходных насладиться процессом ❤️
⠀
Вы можете менять композицию рисунка, освещение и использовать любимые маркеры иных производителей, применяя общий принцип и мои рекомендации.
⠀
1.Определяем цвета.
Прокрываем участки светлыми оттенками основных цветов- траву (BR109), море (BG3), небо (CG0.5) и само здание (CG 5, 8; WG0,5; BR116).
⠀
2.Усложняем цветовое пятно, намечая первичный объём.
Маяк - WG1,3. Не забываем, что объём маяка - цилиндр и накалываем объём по его форме. BG5 - прорисовываем рябь на глади воды ( Подобный морской урок есть здесь в IGTV). Blender -вымываем локальности кирпичики на маяке и самые светлые участки на основном объёме объекта.
BR115 прорисовываем тёмные участки травы - углубления. Обобщаем, не дробим.
CG8 намечаем детали в домике близ маяка.
Чайки -CG1.
Небо - CG1 намечаем облака. Ближе к горизонту всегда светлее.
⠀
3.Усиливаем объём и домешиваем цветовое пятно.
Blender - размыкаем линию горизонта между небом и землей. Ведь по факту в такую погоду горизонт обычно размыт.
Так же блендером вымываем слегка небольшие волны на глади воды.
⠀
Небо - CG2 усиливаем тяжесть облаков и блендером вымываем по необходимости просветы.
WG9 - на маяке прикрываем тёплым серым самые тёмные участки со стороны собственной тени и темных мелких падающих теней.
BG3 заливаем участок светового остеклённого фонаря маяка. А в сам участок света - Y36.
Чайки - объём WG3, BG3, WG5; клюв - Yr32/31.
BR115 локально добавляем в домик и маяк для цветовой композиции.
Трава - объём BR101, 100, 102 и YR31/232 для более яркого цвета. Блендером вымываем светлые травинки.
⠀
4.Детализируем рисунок.
Белой ручкой усиливаем объём у плоскостей, обращённых к свету. На крыльях чаек и на маяке, прорисовывая кирпичи.
Серым линером TOUCH 0.1 прорисовываем самые мелкие детали - перила, ограждения, шпиль маяка, тени и глаза чаек.
⠀
Вуаля! Наш прекрасный маяк готов! Готовы рисовать?
⠀
Рисуйте и отмечайте меня! Ставьте #bro_ka_li_lessons","3,751",2020-06-05T08:28:14.000Z,"84,572",386,"https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s150x150/101532083_172060801004573_4887643011796500682_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=AUQTnHD1pRgAX-p_qJE&oh=9ef3b1102b9588ac5d747b2d9afb11a6&oe=5F0DFBCE 150w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s240x240/101532083_172060801004573_4887643011796500682_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=AUQTnHD1pRgAX-p_qJE&oh=412c6ed465da9f6077a4ba236223a394&oe=5F0D6ACC 240w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s320x320/101532083_172060801004573_4887643011796500682_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=AUQTnHD1pRgAX-p_qJE&oh=9e8d9391ab1131697cf21abb5f97f298&oe=5F0C89B6 320w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/101532083_172060801004573_4887643011796500682_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=AUQTnHD1pRgAX-p_qJE&oh=ef37877479207e585f83e1a3e8d3c708&oe=5F0EB473 480w,https://instagram.fbru2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/101532083_172060801004573_4887643011796500682_n.jpg?_nc_ht=instagram.fbru2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=AUQTnHD1pRgAX-p_qJE&oh=43c35a6b4a35b5b986f5b1f27c35cb16&oe=5F0B84C9 640w","▪️ИЛЛЮСТРАЦИЯ и визуализация на заказ
▪️индивидуальное/ групповое обучение
⠀
▪️Мать маркерной живописи
▪️TOUCHmarkers ambassador
Минск, Беларусь"
